signal,test_year,symbol,anchor_side,direction,fire_ts,p_test,label_y_true,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
gap_down_rejection,2020,ES.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7864,0,2020-02-09 23:03:00+00:00,3324.2500,2020-02-10 02:34:00+00:00,3333.3304,stop,4.5402,3333.3304,3301.5491,-9.0804,-1.0000
gap_down_rejection,2020,YM.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.8014,0,2020-02-09 23:03:00+00:00,29036.0000,2020-02-10 02:34:00+00:00,29115.3929,stop,39.6964,29115.3929,28837.5179,-79.3929,-1.0000
gap_down_rejection,2020,RTY.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7774,0,2020-02-09 23:03:00+00:00,1657.1000,2020-02-10 03:03:00+00:00,1660.2000,time_exit,3.0482,1663.1964,1641.8589,-3.1000,-0.5085
gap_down_rejection,2020,CL.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7609,1,2020-02-09 23:03:00+00:00,50.0100,2020-02-10 02:34:00+00:00,50.3850,stop,0.1875,50.3850,49.0725,-0.3750,-1.0000
gap_down_rejection,2020,NG.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7416,1,2020-02-09 23:02:00+00:00,1.7970,2020-02-10 03:02:00+00:00,1.8000,time_exit,0.0086,1.8142,1.7539,-0.0030,-0.1739
gap_down_rejection,2020,ES.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7864,0,2020-02-09 23:03:00+00:00,3324.2500,2020-02-10 02:34:00+00:00,3333.3304,stop,4.5402,3333.3304,3301.5491,-9.0804,-1.0000
gap_down_rejection,2020,YM.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.8014,0,2020-02-09 23:03:00+00:00,29036.0000,2020-02-10 02:34:00+00:00,29115.3929,stop,39.6964,29115.3929,28837.5179,-79.3929,-1.0000
gap_down_rejection,2020,RTY.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7774,0,2020-02-09 23:03:00+00:00,1657.1000,2020-02-10 03:03:00+00:00,1660.2000,time_exit,3.0482,1663.1964,1641.8589,-3.1000,-0.5085
gap_down_rejection,2020,CL.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7609,1,2020-02-09 23:03:00+00:00,50.0100,2020-02-10 02:34:00+00:00,50.3850,stop,0.1875,50.3850,49.0725,-0.3750,-1.0000
gap_down_rejection,2020,NG.c.0,gap_down,short,2020-02-09 23:00:00+00:00,0.7416,1,2020-02-09 23:02:00+00:00,1.7970,2020-02-10 03:02:00+00:00,1.8000,time_exit,0.0086,1.8142,1.7539,-0.0030,-0.1739
gap_down_rejection,2020,YM.c.0,gap_down,short,2020-02-10 23:00:00+00:00,0.7471,0,2020-02-10 23:03:00+00:00,29238.0000,2020-02-11 01:15:00+00:00,29295.5357,stop,28.7679,29295.5357,29094.1607,-57.5357,-1.0000
gap_down_rejection,2020,YM.c.0,gap_down,short,2020-02-16 23:00:00+00:00,0.7416,0,2020-02-16 23:03:00+00:00,29445.0000,2020-02-17 03:03:00+00:00,29450.0000,time_exit,34.3393,29513.6786,29273.3036,-5.0000,-0.0728
gap_down_rejection,2020,ZF.c.0,gap_down,short,2020-02-16 23:00:00+00:00,0.7398,1,2020-02-16 23:02:00+00:00,119.7812,2020-02-17 03:02:00+00:00,119.7734,time_exit,0.0251,119.8315,119.6557,0.0078,0.1556
gap_down_rejection,2020,YM.c.0,gap_down,short,2020-02-16 23:00:00+00:00,0.7416,0,2020-02-16 23:03:00+00:00,29445.0000,2020-02-17 03:03:00+00:00,29450.0000,time_exit,34.3393,29513.6786,29273.3036,-5.0000,-0.0728
gap_down_rejection,2020,ZF.c.0,gap_down,short,2020-02-16 23:00:00+00:00,0.7398,1,2020-02-16 23:02:00+00:00,119.7812,2020-02-17 03:02:00+00:00,119.7734,time_exit,0.0251,119.8315,119.6557,0.0078,0.1556
gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.7484,1,2020-02-23 23:05:00+00:00,9345.2500,2020-02-24 03:05:00+00:00,9254.2500,time_exit,24.6830,9394.6161,9221.8348,91.0000,1.8434
gap_down_rejection,2020,ES.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.7484,1,2020-02-23 23:05:00+00:00,3305.5000,2020-02-24 03:05:00+00:00,3286.0000,time_exit,5.6384,3316.7768,3277.3080,19.5000,1.7292
gap_down_rejection,2020,RTY.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.7484,1,2020-02-23 23:02:00+00:00,1662.0000,2020-02-24 03:02:00+00:00,1647.7000,time_exit,3.0857,1668.1714,1646.5714,14.3000,2.3171
gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.7484,1,2020-02-23 23:05:00+00:00,9345.2500,2020-02-24 03:05:00+00:00,9254.2500,time_exit,24.6830,9394.6161,9221.8348,91.0000,1.8434
gap_down_rejection,2020,ES.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.7484,1,2020-02-23 23:05:00+00:00,3305.5000,2020-02-24 03:05:00+00:00,3286.0000,time_exit,5.6384,3316.7768,3277.3080,19.5000,1.7292
gap_down_rejection,2020,RTY.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.7484,1,2020-02-23 23:02:00+00:00,1662.0000,2020-02-24 03:02:00+00:00,1647.7000,time_exit,3.0857,1668.1714,1646.5714,14.3000,2.3171
gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-03-08 22:00:00+00:00,0.7813,1,2020-03-08 22:02:00+00:00,8253.2500,2020-03-09 02:02:00+00:00,8093.2500,time_exit,60.4286,8374.1071,7951.1071,160.0000,1.3239
